City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,ballina,-28.8667,153.5667,13.21,79,44,2.31,AU,1698593116
284,nar'yan-mar,67.6713,53.087,-8.83,86,100,5.81,RU,1698593117
285,ericeira,38.9627,-9.4156,21.3,83,100,2.8,PT,1698593117
286,pocora,10.1718,-83.6044,30.91,81,99,1.1,CR,1698593117
287,campo gallo,-26.5833,-62.85,36.85,34,0,2.9,AR,1698593117
288,alice springs,-23.7,133.8833,21.75,11,82,3.09,AU,1698593118
289,happy valley-goose bay,53.3168,-60.3315,2.17,48,75,18.52,CA,1698593118
290,rongelap,11.1635,166.8941,28.36,72,91,9.32,MH,1698592877
291,yemva,62.59,50.8594,-3.87,93,100,3.66,RU,1698593118
292,san pedro,14.35,121.0167,27.95,82,20,3.58,PH,1698593119
293,sukumo,32.9333,132.7333,11.89,71,0,1.68,JP,1698593119
294,midvagur,62.0511,-7.1939,6.46,65,83,3.09,FO,1698593119
295,sandnessjoen,66.0217,12.6316,-0.71,86,20,1.03,NO,1698593119
296,buka,40.8108,69.1986,22.62,30,100,2.13,UZ,1698592871
297,praya,14.9215,-23.5087,29.3,58,75,6.17,CV,1698593120
298,xilin hot,43.9667,116.0333,1.69,43,35,3.19,CN,1698593121
299,icano,-28.9193,-65.3282,35.34,24,0,3.86,AR,1698593121
300,inarajan village,13.2736,144.7484,28.54,92,99,4.07,GU,1698593121
301,fallon,39.4735,-118.7774,-6.07,63,0,0.0,US,1698592914
302,cortez,37.3489,-108.5859,4.4,80,40,0.0,US,1698593122
303,mar del plata,-38.0023,-57.5575,16.2,69,100,3.53,AR,1698593122
304,san juan,-31.5375,-68.5364,31.35,7,0,1.36,AR,1698592986
305,egra,50.0796,12.3739,15.09,82,73,3.41,CZ,1698593123
306,nuuk,64.1835,-51.7216,-0.66,74,100,1.54,GL,1698593123
307,uturoa,-16.7333,-151.4333,26.26,78,13,7.16,PF,1698592861
308,pansoy,13.1825,122.5989,26.22,80,80,6.0,PH,1698592997
309,utrik,11.2278,169.8474,28.1,73,95,9.15,MH,1698593124
310,magadan,59.5667,150.8,-2.29,75,93,2.1,RU,1698592860
311,madera,37.1666,-119.8343,12.26,57,0,1.54,US,1698593125
312,klaksvik,62.2266,-6.589,6.51,68,75,11.36,FO,1698593125
313,maitum,6.0392,124.4986,25.26,86,30,2.01,PH,1698593125
314,acarau,-2.8856,-40.12,32.18,49,6,9.22,BR,1698593126
315,umarkot,25.3616,69.7362,31.32,23,0,2.35,PK,1698593126
316,berck-plage,50.407,1.5645,15.1,82,75,6.69,FR,1698593126
317,wuwei,37.9281,102.6414,12.04,26,50,2.41,CN,1698593126
318,longyearbyen,78.2186,15.6401,-3.09,86,75,3.6,SJ,1698592877
319,east london,-33.0153,27.9116,15.52,67,75,5.12,ZA,1698593127
320,sesvete,45.8311,16.1164,19.89,63,0,5.14,HR,1698593127
321,nueva villa de padilla,24.0167,-98.7833,26.61,61,4,5.07,MX,1698593127
322,selfoss,63.9331,-20.9971,1.69,62,16,3.02,IS,1698593127
323,labrador city,52.9463,-66.9114,-2.05,69,75,7.2,CA,1698593128
324,espiye,40.9479,38.7115,19.12,80,23,1.63,TR,1698593128
325,kerouane,9.2667,-9.0167,30.65,42,3,2.14,GN,1698593128
326,walvis bay,-22.9575,14.5053,17.51,69,31,3.13,NA,1698593129
327,coahuayana de hidalgo,18.7,-103.6583,27.63,79,34,1.28,MX,1698593129
328,mangai,-4.05,19.5333,31.42,50,75,0.93,CD,1698593129
329,moree,-29.4667,149.85,18.41,33,3,3.43,AU,1698593129
330,bontang,0.1333,117.5,27.63,72,45,1.06,ID,1698593130
331,omaruru,-21.4333,15.9333,35.37,3,0,5.91,NA,1698593130
332,paciran,-6.8767,112.3761,28.21,74,27,4.11,ID,1698593130
333,peace river,56.2501,-117.286,-8.52,99,20,0.0,CA,1698592997
334,namtsy,62.7161,129.6658,-10.34,91,100,3.18,RU,1698593131
335,lidzbark,53.2628,19.8266,10.55,84,100,3.81,PL,1698593131
336,aykhal,66.0,111.5,-18.73,93,100,5.62,RU,1698593131
337,deqing,30.5448,119.9599,18.86,89,14,0.56,CN,1698593131
338,buncrana,55.1333,-7.45,13.87,82,97,5.69,IE,1698593095
339,williams lake,52.1415,-122.1445,-6.24,73,20,2.57,CA,1698593132
340,carutapera,-1.195,-46.02,30.18,61,99,5.36,BR,1698593132
341,rapar,23.5667,70.6333,29.71,33,86,2.41,IN,1698593132
342,newman,37.3138,-121.0208,7.92,54,0,2.24,US,1698593133
343,queenstown,-31.8976,26.8753,9.84,45,5,8.79,ZA,1698593133
344,kolondieba,11.0882,-6.8926,35.81,24,3,2.9,ML,1698592877
345,aldan,58.6031,125.3894,-8.4,97,100,1.47,RU,1698593134
346,sapele,5.8941,5.6767,32.02,60,97,1.23,NG,1698593134
347,kristiansund,63.1115,7.732,5.03,70,0,4.12,NO,1698593134
348,cerqueira cesar,-23.0356,-49.1661,29.75,55,87,7.2,BR,1698593134
349,al kharijah,25.4514,30.5464,31.73,23,0,4.27,EG,1698593135
350,new norfolk,-42.7826,147.0587,11.51,74,100,1.88,AU,1698593135
351,tangalle,6.024,80.7911,25.09,82,48,0.86,LK,1698593135
352,san patricio,28.017,-97.5169,29.92,68,1,4.9,US,1698593135
353,byron bay,-28.65,153.6167,13.17,78,37,1.76,AU,1698593136
354,dubove,48.1721,23.8895,11.7,89,53,2.02,UA,1698593136
355,acatic,20.7833,-102.8833,19.93,67,15,0.4,MX,1698593136
356,tokmok,42.8417,75.3016,18.44,38,100,0.33,KG,1698593136
357,dapa,9.7594,126.0531,27.52,78,93,1.96,PH,1698592996
358,montmagny,48.9734,2.3469,16.62,65,40,7.72,FR,1698593137
359,den burg,53.0542,4.7972,13.31,81,75,7.2,NL,1698593137
360,nema,57.5067,50.5011,-1.42,96,100,4.55,RU,1698593137
361,kolonia,50.9333,6.95,16.74,68,20,7.72,DE,1698592945
362,tofol,5.3248,163.0078,26.57,83,100,1.49,FM,1698593138
363,nagqu,31.5,92.0,-3.2,65,100,1.97,CN,1698593138
364,sambava,-14.2667,50.1667,25.85,78,3,4.45,MG,1698593138
365,luderitz,-26.6481,15.1594,25.55,33,6,11.29,NA,1698593139
366,manismata,-2.4667,111.0333,24.68,89,38,0.56,ID,1698593139
367,an nuhud,12.7,28.4333,34.25,13,100,3.82,SD,1698593139
368,guymon,36.6828,-101.4816,-1.0,74,100,7.2,US,1698592911
369,zuni pueblo,35.0725,-108.8506,4.35,64,3,2.66,US,1698593139
370,swakopmund,-22.6833,14.5333,15.81,80,55,3.1,NA,1698593140
371,san antonio de pale,-1.4014,5.6325,26.37,81,37,2.85,GQ,1698593140
372,villa gesell,-37.2639,-56.973,14.82,95,100,4.54,AR,1698593140
373,katsuura,35.1333,140.3,16.3,63,39,5.59,JP,1698593140
374,kumbhraj,24.3667,77.05,23.71,39,5,2.51,IN,1698593141
375,bikenibeu village,1.3673,173.1241,26.98,89,20,0.51,KI,1698593141
376,basco,20.4487,121.9702,27.41,69,94,8.77,PH,1698593141
377,gorom-gorom,14.4439,-0.2361,38.08,12,32,2.47,BF,1698593141
378,zadar,44.1197,15.2422,21.34,78,20,4.63,HR,1698593142
379,dadukou,26.5479,101.7054,16.83,76,1,0.73,CN,1698593142
380,antofagasta,-23.65,-70.4,18.6,66,7,4.13,CL,1698593142
381,rio san juan,19.6439,-70.0763,29.32,68,30,0.18,DO,1698593142
382,bintulu,3.1667,113.0333,26.23,94,20,0.0,MY,1698593143
383,micheweni,-4.9667,39.8333,27.28,77,43,4.19,TZ,1698593143
384,bamboo flat,11.7,92.7167,26.05,94,40,1.03,IN,1698593143
385,parauapebas,-6.0675,-49.9022,30.99,74,40,2.06,BR,1698593144
386,verkhovazh'ye,60.7472,42.0465,-3.25,98,100,1.02,RU,1698593144
387,whangarei,-35.7317,174.3239,15.57,99,100,7.1,NZ,1698593144
388,srivardhan,18.0333,73.0167,26.37,61,2,2.4,IN,1698593144
389,de aar,-30.6497,24.0123,15.95,17,0,13.05,ZA,1698593145
390,tumayr,25.7039,45.868,26.86,29,58,3.76,SA,1698593145
391,nassjo,57.6531,14.6968,0.51,98,100,5.46,SE,1698593145
392,oettingen in bayern,48.95,10.6,15.25,71,94,3.62,DE,1698593145
393,simplicio mendes,-7.8539,-41.9103,37.49,20,37,4.64,BR,1698593146
394,dolinsk,47.35,142.8,2.07,77,13,2.11,RU,1698593146
395,puerto aysen,-45.4,-72.7,4.33,91,99,2.14,CL,1698593146
396,cornelius,35.4868,-80.8601,24.66,68,0,4.63,US,1698593147
397,pitiquito,30.7,-112.0833,20.78,54,0,0.12,MX,1698593147
398,tarawa,1.419,172.984,27.05,89,20,0.51,KI,1698593147
399,praia da vitoria,38.7333,-27.0667,18.2,82,75,7.96,PT,1698593148
400,mossel bay,-34.1831,22.146,14.96,56,2,11.04,ZA,1698593148
401,argostolion,38.1811,20.489,24.86,58,20,4.12,GR,1698593148
402,seme,15.1942,-12.9448,37.78,25,49,2.86,SN,1698593148
403,bumba,2.1833,22.4667,28.23,66,73,0.89,CD,1698593149
404,mer,47.7056,1.5062,15.65,78,73,1.79,FR,1698593149
405,juneau,58.3019,-134.4197,2.28,95,100,0.0,US,1698593149
406,besisahar,28.2313,84.3761,18.75,72,42,2.69,NP,1698593149
407,conde,-7.2597,-34.9075,28.7,65,75,7.72,BR,1698593149
408,vico del gargano,41.8983,15.9576,20.7,59,0,2.51,IT,1698593150
409,kotlas,61.2611,46.6556,-2.19,85,98,2.68,RU,1698593150
410,igarka,67.4667,86.5833,-16.01,96,59,1.75,RU,1698593150
411,saint-philippe,-21.3585,55.7679,25.77,88,43,5.1,RE,1698593150
412,murghob,38.1702,73.9667,1.07,50,24,1.43,TJ,1698593151
413,weno,7.4515,151.8468,27.97,83,100,4.63,FM,1698593151
414,raduzhny,62.0961,77.475,-11.29,96,47,1.26,RU,1698593151
415,agat village,13.3886,144.6585,28.52,89,40,2.06,GU,1698593151
416,haiku-pauwela,20.9219,-156.3051,24.47,77,0,3.6,US,1698593151
417,cidreira,-30.1811,-50.2056,26.23,65,14,3.73,BR,1698593152
418,traralgon,-38.1833,146.5333,11.52,79,100,2.87,AU,1698593038
419,irece,-11.3042,-41.8558,34.08,14,26,5.85,BR,1698593152
420,kenai,60.5544,-151.2583,4.05,81,100,5.66,US,1698592867
421,ilhabela,-23.7781,-45.3581,27.65,76,100,0.95,BR,1698593152
422,inirida,3.8653,-67.9239,33.69,53,100,1.23,CO,1698593153
423,ungsang-nodongjagu,42.3578,130.4622,8.0,80,9,1.9,KP,1698593153
424,leh,34.1667,77.5833,4.49,30,58,2.1,IN,1698593153
425,nabire,-3.3667,135.4833,23.9,95,88,1.72,ID,1698593153
426,mercedes,-34.6515,-59.4307,22.8,90,100,3.91,AR,1698593154
427,ngaoundere,7.3167,13.5833,26.06,56,68,2.48,CM,1698592888
428,hualien city,23.9769,121.6044,22.6,90,96,2.65,TW,1698593154
429,mengellang,7.6957,134.6305,24.95,74,96,1.2,PW,1698593154
430,big spring,32.2504,-101.4787,1.25,100,100,10.29,US,1698593155
431,lithgow,-33.4833,150.15,9.72,46,2,1.76,AU,1698593155
432,alofi,-19.0595,-169.9187,23.94,88,100,5.14,NU,1698593155
433,north bend,43.4065,-124.2243,8.95,46,0,6.69,US,1698593155
434,kismayo,-0.3582,42.5454,27.21,76,43,4.89,SO,1698593155
435,olavarria,-36.8927,-60.3225,18.82,42,100,4.24,AR,1698593156
436,kavaratti,10.5669,72.642,28.77,67,87,0.77,IN,1698593156
437,holdenville,35.0804,-96.3992,3.28,90,100,7.67,US,1698593156
438,marka,1.7159,44.7717,26.76,79,49,4.15,SO,1698593126
439,juan griego,11.0817,-63.9655,30.93,63,46,5.52,VE,1698593157
440,kapit,2.0167,112.9333,23.57,99,100,0.38,MY,1698593157
441,baki,-7.6128,110.7839,26.73,72,79,3.37,ID,1698592961
442,khorixas,-20.3667,14.9667,35.91,4,0,7.53,NA,1698592883
443,moncao,42.0789,-8.4808,15.84,91,100,1.56,PT,1698593157
444,nizhneudinsk,54.9076,99.0276,-6.93,50,3,1.32,RU,1698593158
445,neuves-maisons,48.6203,6.107,13.48,88,75,9.26,FR,1698593158
446,martapura,-3.4167,114.85,28.05,100,49,0.51,ID,1698593076
447,kunshan,31.3776,120.9543,19.94,67,1,2.77,CN,1698593158
448,port lincoln,-34.7333,135.8667,13.51,77,100,5.08,AU,1698593158
449,jinghong,21.991,100.7341,20.42,99,61,1.01,CN,1698593159
450,tongouson,5.0214,120.1328,28.52,64,8,0.68,PH,1698593159
451,crane,31.3974,-102.3501,9.37,91,99,10.89,US,1698593159
452,sokoni,-6.4333,39.55,27.05,80,56,6.14,TZ,1698593159
453,namibe,-15.1961,12.1522,23.76,68,62,4.19,AO,1698593159
454,prince george,53.9166,-122.753,-13.31,78,0,0.0,CA,1698593086
455,conceicao das alagoas,-19.9147,-48.3883,36.49,30,79,4.22,BR,1698593160
456,natal,-5.795,-35.2094,31.36,55,40,8.23,BR,1698592996
457,plettenberg bay,-34.0527,23.3716,15.42,52,15,7.76,ZA,1698593160
458,yeniseysk,58.4497,92.1703,-6.14,82,74,2.68,RU,1698593160
459,grantsville,40.5999,-112.4644,0.91,57,2,3.13,US,1698593161
460,chui,-33.6971,-53.4616,27.12,54,0,2.81,UY,1698593161
461,puerto deseado,-47.7503,-65.8938,9.13,41,29,10.26,AR,1698593161
462,staryya darohi,53.0402,28.267,4.3,82,76,2.0,BY,1698593161
463,hadibu,12.65,54.0333,26.77,76,100,4.55,YE,1698593162
464,lalago,-3.45,33.95,31.05,27,54,5.54,TZ,1698593162
465,san martin hidalgo,20.4354,-103.9288,20.3,85,30,0.44,MX,1698593162
466,salair,54.2312,85.7972,-4.39,76,100,1.72,RU,1698593163
467,mariental,-24.6333,17.9667,30.45,9,0,1.78,NA,1698593163
468,abadiania,-16.2042,-48.7069,33.93,29,19,2.34,BR,1698593056
469,nadi,-17.8,177.4167,22.0,88,20,2.06,FJ,1698593163
470,letlhakeng,-24.0944,25.0298,34.37,12,5,4.87,BW,1698593163
471,cestos city,5.46,-9.5828,28.84,71,7,4.95,LR,1698593164
472,ryotsu-minato,38.0833,138.4333,15.75,81,59,4.45,JP,1698592869
473,alaghsas,17.0187,8.0168,36.94,6,0,3.6,NE,1698593164
474,kuhmo,64.1333,29.5167,-6.88,87,18,1.34,FI,1698593165
475,vyaz'ma,55.2104,34.2951,-0.86,81,100,3.88,RU,1698593074
476,qarauyl,48.9451,79.255,7.48,82,100,5.99,KZ,1698593165
477,robbah,33.2797,6.9098,29.8,14,100,1.69,DZ,1698593165
478,hami,42.8,93.45,14.92,31,100,1.98,CN,1698593165
479,gladstone,-23.85,151.25,20.96,64,40,3.6,AU,1698592981
480,picture rocks,32.3459,-111.2462,20.0,47,0,0.0,US,1698593166
481,kievka,50.2619,71.5514,5.29,97,100,3.22,KZ,1698593166
482,tecali,18.9,-97.9667,16.62,61,2,1.33,MX,1698593166
483,borba,-4.3878,-59.5939,39.85,22,33,2.59,BR,1698593167
484,tabou,4.423,-7.3528,28.31,71,18,3.09,CI,1698593167
485,simpang,-1.2667,104.0833,24.66,81,4,1.22,ID,1698593167
486,patan,27.6667,85.3333,17.21,77,20,1.54,NP,1698593168
487,bone south,16.2446,120.9958,21.69,96,36,1.59,PH,1698593168
488,portogruaro,45.7753,12.8386,17.28,86,93,0.7,IT,1698593168
489,shache,38.4167,77.2406,16.07,26,30,1.93,CN,1698593169
490,kadnikov,59.5022,40.338,-3.43,97,100,2.25,RU,1698593169
491,gumdag,39.2061,54.5906,25.86,29,2,1.9,TM,1698593169
492,richards bay,-28.783,32.0377,17.05,59,100,8.03,ZA,1698592886
493,mayahi,13.9553,7.6712,37.03,10,0,2.68,NE,1698593170
494,ozorkow,51.9634,19.2914,16.05,83,87,6.03,PL,1698593170
495,adam,22.3756,57.5233,29.44,38,70,3.19,OM,1698592927
496,san fernando,15.0286,120.6898,27.85,81,37,1.69,PH,1698593170
497,san pablo,14.0669,121.3258,27.66,92,66,1.45,PH,1698593171
498,ulricehamn,57.7916,13.4142,3.56,95,100,6.16,SE,1698593171
499,canoinhas,-26.1772,-50.39,25.7,78,52,3.19,BR,1698593172
500,barclayville,4.6797,-8.2339,28.72,70,65,3.49,LR,1698593172
501,podporozh'ye,60.9112,34.1706,-5.05,93,75,1.32,RU,1698593172
502,lucapa,-8.4192,20.7447,28.89,56,89,1.37,AO,1698593172
503,lompoc,34.6391,-120.4579,11.63,77,0,4.12,US,1698593173
504,berdigestyakh,62.0989,126.6992,-19.35,100,98,1.0,RU,1698593173
505,kem',64.9555,34.5793,-3.2,85,93,4.0,RU,1698593173
506,suwon,37.2911,127.0089,10.71,90,0,0.51,KR,1698593173
507,san luis de la loma,17.2706,-100.8939,27.64,77,98,1.08,MX,1698593174
508,san francisco tepeolulco,19.8337,-99.9852,15.57,67,5,0.58,MX,1698593174
509,la punta,-33.1837,-66.3127,27.43,12,0,9.8,AR,1698593174
510,iwanai,42.9744,140.5089,6.32,92,6,1.68,JP,1698593174
511,sao joao da barra,-21.6403,-41.0511,32.05,76,100,7.66,BR,1698593175
512,akjoujt,19.6969,-14.4164,39.59,6,0,3.37,MR,1698593175
513,sanandaj,35.3144,46.9923,19.01,21,0,2.06,IR,1698593175
514,tidjikja,18.5564,-11.4271,36.89,10,1,3.25,MR,1698593175
515,clewiston,26.7542,-80.9337,25.36,71,99,5.46,US,1698593176
516,gizo,-8.103,156.8419,27.35,81,100,2.85,SB,1698593121
517,westport,41.1415,-73.3579,14.38,88,100,6.69,US,1698593115
518,vorgashor,67.5833,63.95,-16.74,95,19,2.46,RU,1698593176
519,okhotsk,59.3833,143.3,-6.09,80,33,4.37,RU,1698593177
520,waounde,15.2637,-12.8682,38.03,25,53,3.03,SN,1698593177
521,rio grande,-32.035,-52.0986,31.06,74,2,1.09,BR,1698593177
522,porto seguro,-16.4497,-39.0647,29.29,61,40,8.23,BR,1698593177
523,tambopata,-12.7333,-69.1833,28.94,70,75,3.09,PE,1698593178
524,tobol'sk,58.2,68.2667,-4.11,70,98,3.58,RU,1698593178
525,mata-utu,-13.2816,-176.1745,27.86,79,50,2.67,WF,1698593178
526,mahina,-17.5065,-149.489,23.87,83,20,0.51,PF,1698592882
527,masvingo,-20.0637,30.8277,24.03,64,75,10.29,ZW,1698593019
528,yambio,4.5721,28.3955,24.45,87,97,1.19,SS,1698593179
529,zhuangyuan,37.2975,120.8256,13.91,70,6,2.35,CN,1698593179
530,puerto plata,19.7934,-70.6884,31.95,74,20,3.09,DO,1698593179
531,hasilpur,29.7122,72.5553,29.39,22,0,2.64,PK,1698593180
532,petauke,-14.2426,31.3253,30.45,28,89,1.46,ZM,1698593180
533,tazacorte,28.629,-17.9293,24.54,74,40,1.79,ES,1698593180
534,yeonil,35.9942,129.345,11.6,81,0,1.36,KR,1698593180
535,nha trang,12.25,109.1833,28.0,90,83,2.28,VN,1698593181
536,kingston,17.997,-76.7936,31.25,64,40,1.54,JM,1698593181
537,sechura,-5.5569,-80.8222,23.01,69,100,5.34,PE,1698592917
538,elista,46.3078,44.2558,13.29,66,2,5.0,RU,1698592991
539,shira,54.4911,89.9531,-8.52,86,100,1.16,RU,1698593182
540,kande,9.9578,1.0447,32.89,42,89,1.11,TG,1698593182
541,taro,-8.3862,115.28,23.0,90,7,0.25,ID,1698593182
542,svobodnyy,51.4,128.1333,1.69,59,87,0.87,RU,1698593182
543,glace bay,46.1969,-59.957,10.18,63,75,8.75,CA,1698592889
544,tromso,69.6496,18.957,-1.99,86,0,3.09,NO,1698593183
545,bel ombre,-4.6167,55.4167,27.91,83,20,3.09,SC,1698593183
546,brokopondo,4.75,-55.1667,31.7,52,70,1.47,SR,1698593183
547,kunashak,55.7032,61.5498,-0.71,97,100,6.96,RU,1698593184
548,al hufuf,25.3646,49.5653,30.19,32,0,2.06,SA,1698593184
549,kiama,-34.6833,150.8667,16.67,77,5,4.77,AU,1698593184
550,westerland,54.9079,8.3033,13.01,82,20,9.26,DE,1698593184
551,aegina,37.7467,23.4275,26.22,66,30,2.39,GR,1698593185
552,tokar,18.4254,37.729,32.25,55,44,8.81,SD,1698593185
553,dikili,39.071,26.8902,22.9,70,95,1.87,TR,1698593185
554,ubinskoye,55.3068,79.6802,-6.08,85,6,2.82,RU,1698593185
555,olyokminsk,60.3736,120.4264,-6.7,65,8,2.36,RU,1698593186
556,tapes,-30.6733,-51.3958,25.93,69,9,1.74,BR,1698593186
557,guararapes,-21.2608,-50.6428,32.04,47,87,4.79,BR,1698593186
558,bodaybo,57.8506,114.1933,-5.84,55,100,2.36,RU,1698593186
559,tharyarwady,17.65,95.8,24.79,90,99,1.82,MM,1698593187
560,robore,-18.3333,-59.75,38.94,26,38,7.83,BO,1698593187
561,nichinan,31.6,131.3667,12.82,64,80,2.42,JP,1698593187
562,severnoye,56.3491,78.3619,-6.12,87,7,2.24,RU,1698593187
563,sultanah,24.4926,39.5857,25.25,53,20,1.03,SA,1698593188
564,korhogo,9.45,-5.6333,34.31,28,5,2.03,CI,1698593188
565,manakara,-22.1333,48.0167,25.23,82,53,6.82,MG,1698593188
566,datong,40.0936,113.2914,12.4,32,5,1.43,CN,1698593189
567,mandal,25.45,74.5667,25.84,27,6,1.82,IN,1698593189
568,menaka,15.9182,2.4022,38.46,9,34,2.29,ML,1698593189
